student_id,name,grade_level,gender,attendance_rate,study_hours_per_week,math_score,science_score,english_score,history_score,gpa,extracurricular_activities,internet_access,parent_education_level,free_lunch,passed
1068,Jordan Johnson,9,Female,82.2,16.0,91,86,83.0,78,3.33,Yes,Yes,Bachelor's,No,Yes
1069,Drew Garcia,9,Male,85.8,9.0,63,67,66.0,71,2.12,No,Yes,High School,Yes,Yes
1070,Dakota Martinez,12,Male,76.0,9.0,63,58,77.0,70,2.24,No,Yes,High School,Yes,Yes
1071,Casey Davis,10,Female,79.8,3.0,61,60,70.0,49,1.82,Yes,Yes,,No,No
1072,Drew Garcia,12,Male,83.7,2.0,47,55,48.0,54,1.14,Yes,Yes,High School,Yes,No
1073,Morgan Martinez,10,Female,97.8,14.0,76,68,76.0,76,2.52,Yes,No,Bachelor's,Yes,Yes
1074,Emery Chen,12,Female,82.9,4.0,62,73,72.0,74,2.17,Yes,Yes,High School,No,Yes
1075,Drew Nguyen,10,Female,93.1,3.0,66,74,78.0,71,2.39,Yes,Yes,None,Yes,Yes
1076,Avery Wilson,12,Male,83.7,7.0,72,66,63.0,65,2.02,No,Yes,Bachelor's,No,Yes
1077,Riley Kim,9,Male,90.0,7.0,83,85,73.0,74,2.75,No,Yes,High School,Yes,Yes
1078,Parker Lopez,11,Male,86.9,4.0,64,59,77.0,68,2.04,Yes,Yes,High School,No,Yes
1079,Emery Kim,12,Male,,6.0,76,76,67.0,74,2.44,Yes,No,High School,Yes,Yes
1080,,12,Female,,12.0,64,79,69.0,70,2.37,No,Yes,Bachelor's,No,Yes
1081,Cameron Wilson,12,Male,75.4,4.0,67,78,72.0,68,2.35,Yes,Yes,High School,Yes,Yes
1082,Morgan Martinez,9,Male,76.9,2.0,69,64,66.0,59,1.78,Yes,Yes,Bachelor's,Yes,No
1083,Dakota Kim,10,Male,83.7,11.0,77,73,76.0,72,2.47,Yes,Yes,Graduate,No,Yes
1084,Rowan Patel,9,Male,78.0,9.0,64,57,61.0,78,1.85,Yes,No,Bachelor's,No,No
1085,Emery Khan,9,Female,91.3,5.0,81,69,78.0,66,2.51,Yes,Yes,High School,No,Yes
1086,Taylor Nguyen,11,Male,84.3,1.0,43,53,53.0,45,1.11,No,Yes,Bachelor's,No,No
1087,Avery Brown,11,Non-binary,100.0,5.0,72,75,79.0,100,2.97,Yes,Yes,High School,No,Yes
1088,Skyler Moore,12,Male,74.1,7.0,46,57,55.0,56,1.26,No,Yes,High School,Yes,No
1089,Dakota Harris,12,Female,89.6,12.0,80,96,87.0,73,3.11,Yes,Yes,Bachelor's,No,Yes
1090,Cameron Khan,11,Male,79.0,3.0,37,53,64.0,59,1.28,No,Yes,High School,No,No
1091,Dakota Harris,12,Male,84.1,7.0,62,58,72.0,59,1.76,Yes,Yes,High School,No,No
1092,Jamie Jackson,9,Female,89.1,10.0,65,62,78.0,76,2.37,Yes,Yes,High School,No,Yes
1093,Reese Lopez,9,Non-binary,69.4,0.0,50,52,46.0,46,1.14,Yes,Yes,High School,No,No
1094,Kai Thomas,11,Female,,12.0,91,90,90.0,88,3.51,Yes,Yes,High School,Yes,Yes
1095,,12,Male,100.0,3.0,79,90,85.0,96,3.22,Yes,Yes,Bachelor's,No,Yes
1096,Riley Davis,9,Male,84.4,9.0,77,72,77.0,79,2.76,No,Yes,Graduate,No,Yes
1097,Emery Singh,10,Female,90.1,8.0,72,75,67.0,77,2.39,Yes,Yes,None,No,Yes
1098,Rowan Clark,11,Male,96.2,12.0,80,86,95.0,90,3.37,Yes,No,Bachelor's,Yes,Yes
1099,Morgan Jackson,9,Female,86.7,10.0,76,76,87.0,78,2.76,Yes,Yes,High School,No,Yes
1100,Dakota Lopez,10,Female,83.4,0.0,32,45,48.0,52,0.79,No,Yes,None,Yes,No
1101,Casey Khan,12,Female,69.8,4.0,43,44,57.0,60,0.96,No,Yes,High School,No,No
1102,Dakota Patel,11,Female,93.1,,55,73,64.0,62,1.88,No,Yes,High School,No,No
1103,Alex Moore,9,Female,87.1,,74,75,81.0,88,2.84,No,Yes,High School,No,Yes
1104,Dakota Singh,12,Male,79.9,9.0,71,83,74.0,85,2.72,No,Yes,,No,Yes
1105,Skyler Singh,10,Male,89.0,11.0,70,72,76.0,76,2.66,No,Yes,High School,Yes,Yes
1106,Skyler Thomas,12,Female,83.3,10.0,50,53,61.0,61,1.38,Yes,Yes,Bachelor's,Yes,No
1107,Rowan Rodriguez,10,Female,83.8,7.0,66,65,72.0,68,2.1,No,Yes,None,No,Yes
1108,Drew Johnson,11,Male,92.9,0.0,57,63,55.0,47,1.37,No,Yes,High School,Yes,No
1109,Emery Brown,10,Male,77.3,6.0,58,54,47.0,57,1.32,Yes,Yes,High School,Yes,No
1110,Sam Patel,10,Female,96.4,9.0,82,78,80.0,85,3.03,No,Yes,Bachelor's,Yes,Yes
1111,Skyler Anderson,12,Female,76.8,3.0,48,60,61.0,56,1.65,Yes,Yes,High School,No,No
1112,Parker Smith,9,Female,82.7,10.0,64,73,72.0,72,2.23,Yes,Yes,Bachelor's,No,Yes
1113,Drew Patel,9,Male,100.0,11.0,75,89,90.0,79,2.97,Yes,,High School,Yes,Yes
1114,Hayden Chen,10,Male,97.0,8.0,69,76,79.0,79,2.5,No,Yes,None,Yes,Yes
1115,Parker Khan,11,Female,88.8,0.0,60,65,64.0,66,2.06,No,Yes,Graduate,No,Yes
1116,Alex Lopez,12,Male,80.5,2.0,54,52,49.0,49,1.31,Yes,No,High School,No,No
1117,Morgan Jackson,12,Female,83.8%,15.0,75,65,80.0,63,2.32,Yes,No,High School,Yes,Yes
1118,Riley Harris,10,Female,88.6%,5.0,59,61,65.0,79,1.92,Yes,No,High School,No,No
1119,Taylor Garcia,10,Male,88.3,0.0,66,58,65.0,63,1.76,Yes,Yes,Graduate,No,No
1120,Cameron Harris,9,Male,87.3,12.0,70,60,64.0,67,2.03,No,Yes,Bachelor's,No,Yes
1121,Emery Rodriguez,11,Male,87.8,8.0,74,85,90.0,78,3.01,Yes,Yes,Bachelor's,No,Yes
1122,Rowan Rodriguez,12,Female,,12.0,65,64,66.0,59,1.71,Yes,Yes,Graduate,No,No
1123,Drew Lee,11,Female,76.5,9.0,59,63,61.0,73,1.91,Yes,Yes,High School,No,No
1124,Jamie Rodriguez,11,Male,83.9,9.0,58,53,70.0,78,2.15,No,Yes,Graduate,No,Yes
1125,Parker Anderson,10,Female,95.3,9.0,79,91,83.0,82,3.05,Yes,,High School,Yes,Yes
1126,Jordan Chen,12,Male,77.1,10.0,71,66,72.0,71,2.43,No,Yes,Bachelor's,No,Yes
1127,Skyler Johnson,10,Male,86.5,,87,100,89.0,94,3.64,Yes,Yes,High School,Yes,Yes
1128,Parker Singh,9,Female,81.4,11.0,64,58,65.0,67,1.81,Yes,Yes,High School,Yes,No
1129,Rowan Harris,10,Male,,1.0,63,64,73.0,68,2.09,No,Yes,Graduate,No,Yes
1130,Parker Anderson,9,Male,84.9,9.0,74,59,72.0,74,2.26,Yes,Yes,High School,No,Yes
1131,Parker Garcia,9,Female,99.8,12.0,74,78,76.0,73,2.49,No,Yes,Graduate,No,Yes
1132,Taylor Clark,9,Male,92.1,12.0,91,86,87.0,94,3.3,Yes,Yes,High School,Yes,Yes
1133,Parker Clark,10,Female,77.5,6.0,53,47,55.0,54,1.42,No,Yes,Bachelor's,No,No
1134,Dakota Garcia,11,Male,93.4,12.0,77,78,87.0,90,2.93,No,Yes,Graduate,Yes,Yes
1135,Avery Moore,10,Male,81.8,11.0,62,74,70.0,65,2.26,No,Yes,None,No,Yes
1136,Sage Martinez,10,Male,83.4,18.0,73,92,91.0,93,3.23,Yes,Yes,Graduate,No,Yes
1137,Alex Chen,12,Male,90.5,4.0,67,76,71.0,59,2.18,No,Yes,Bachelor's,No,Yes
1138,Quinn Davis,11,Male,84.1,5.0,62,67,77.0,67,2.24,No,Yes,Bachelor's,No,Yes
1139,Cameron Moore,11,Male,95.1,6.0,62,65,68.0,60,1.87,Yes,,High School,Yes,No
1140,Micah Clark,10,Female,81.8,6.0,67,59,68.0,59,1.96,Yes,Yes,Bachelor's,No,No
1141,Riley Moore,12,Male,83.0,4.0,61,58,59.0,67,1.58,No,Yes,Bachelor's,No,No
1142,Sam Harris,9,Male,82.7,0.0,43,50,49.0,46,1.02,Yes,Yes,High School,Yes,No
1143,Reese Harris,10,Male,83.5,6.0,64,70,66.0,62,1.78,No,Yes,High School,Yes,No
1144,Micah Lee,12,Male,96.8,9.0,92,90,86.0,93,3.42,No,Yes,High School,Yes,Yes
1145,Jamie Nguyen,10,Male,93.0,6.0,83,80,72.0,70,2.73,Yes,,Graduate,No,Yes
1146,Alex Anderson,11,Female,100.0,15.0,94,85,92.0,88,3.48,No,Yes,None,Yes,Yes
1147,Riley Chen,11,Male,100.0,8.0,81,87,78.0,74,2.73,No,Yes,Bachelor's,Yes,Yes
1148,Dakota Johnson,11,Female,,13.0,63,71,65.0,77,2.11,Yes,Yes,Graduate,No,Yes
1149,Jordan Lee,10,Female,,9.0,69,65,73.0,73,2.22,No,Yes,None,Yes,Yes
1150,Jamie Lopez,9,Male,78.6,11.0,64,63,67.0,72,2.1,Yes,Yes,High School,Yes,Yes
1151,Sam Rodriguez,10,Male,81.8,9.0,68,63,65.0,70,1.88,Yes,Yes,Bachelor's,No,No
1152,Logan Garcia,9,Male,83.0,13.0,64,80,66.0,70,2.28,No,No,None,Yes,Yes
1153,Avery Garcia,12,Female,79.5,8.0,67,72,74.0,66,2.3,Yes,Yes,Bachelor's,No,Yes
1154,Cameron Lee,10,Male,79.6,9.0,56,59,66.0,52,1.59,No,Yes,Bachelor's,Yes,No
1155,Rowan Singh,11,Female,86.8,9.0,63,62,64.0,73,2.08,Yes,Yes,Bachelor's,Yes,Yes
1156,Morgan Smith,12,Female,78.3,6.0,66,80,66.0,70,2.34,Yes,Yes,High School,Yes,Yes
1157,Parker Chen,12,Female,94.7,9.0,69,82,82.0,70,2.56,Yes,Yes,Bachelor's,No,Yes
1158,Hayden Davis,10,Female,80.7,16.0,70,76,73.0,80,2.36,No,Yes,Bachelor's,No,Yes
1159,Skyler Davis,10,Non-binary,100.0,6.0,88,79,92.0,78,3.11,No,Yes,High School,Yes,Yes
1160,Micah Khan,12,Male,84.4,9.0,76,62,77.0,55,2.05,No,Yes,Bachelor's,Yes,Yes
1161,Rowan Singh,11,Male,88.6,13.0,73,73,60.0,73,2.21,No,Yes,Graduate,No,Yes
1162,Reese Anderson,12,Male,77.6,12.0,72,78,83.0,79,2.79,No,Yes,Bachelor's,No,Yes
1163,Reese Thomas,12,Female,100.0,8.0,73,83,78.0,73,2.81,No,Yes,High School,Yes,Yes
1164,Cameron Harris,12,Female,97.0,0.0,65,73,65.0,54,1.95,Yes,Yes,High School,Yes,No
1165,Dakota Moore,9,Female,90.4,10.0,70,56,64.0,53,1.81,No,No,,Yes,No
1166,Avery Lopez,11,Male,77.2,0.0,39,41,54.0,46,0.71,No,Yes,High School,No,No
1167,Casey Lopez,9,Non-binary,89.7,13.0,61,60,,63,1.87,No,No,None,Yes,No
1168,Quinn Nguyen,11,Female,79.0,8.0,75,73,73.0,70,2.44,Yes,Yes,Graduate,No,Yes
1169,Alex Chen,12,Female,99.7,11.0,81,90,79.0,83,3.17,Yes,Yes,High School,No,Yes
1170,Taylor Garcia,10,Non-binary,94.5,4.0,74,85,83.0,78,2.8,No,Yes,Bachelor's,Yes,Yes
1171,Taylor Harris,10,Male,88.8,1.0,45,62,52.0,60,1.39,Yes,No,High School,Yes,No
1172,Skyler Jackson,9,Male,68.5,9.0,54,51,47.0,51,1.29,Yes,Yes,High School,No,No
1173,Finley Lee,12,Female,80.1,7.0,65,58,72.0,55,1.85,No,Yes,High School,Yes,No
1174,Emery Moore,9,Male,93.5,6.0,53,46,54.0,56,1.16,Yes,Yes,High School,Yes,No
1175,Drew Lee,9,Male,97.7,8.0,80,85,81.0,71,3.07,Yes,Yes,Bachelor's,No,Yes
1176,Finley Anderson,9,Male,96.9,19.0,91,99,96.0,99,3.68,Yes,Yes,Graduate,No,Yes
1177,Morgan Lee,9,Male,75.3,11.0,70,85,82.0,70,2.66,Yes,Yes,Graduate,No,Yes
1178,Kai Lopez,10,Female,90.4,12.0,68,63,75.0,71,2.28,No,Yes,High School,No,Yes
1179,Hayden Khan,10,Female,96.1,11.0,90,89,94.0,87,3.46,No,Yes,Bachelor's,No,Yes
1180,Logan Anderson,10,Male,,13.0,74,74,67.0,80,2.48,No,Yes,High School,No,Yes
1181,Morgan Martinez,9,Male,87.9,7.0,88,86,76.0,73,2.88,No,Yes,Graduate,No,Yes
1182,Drew Harris,9,Male,90.2,0.0,54,54,63.0,58,1.53,No,Yes,Bachelor's,No,No
1183,Emery Thomas,10,Female,85.6,,66,76,72.0,74,2.29,Yes,No,High School,Yes,Yes
1184,Drew Patel,9,Female,73.2,11.0,53,54,47.0,62,1.59,No,Yes,,No,No
1185,Cameron Khan,11,Female,85.4,4.0,57,56,69.0,74,1.92,Yes,No,None,No,No
1186,Morgan Anderson,9,Male,85.4,7.0,66,51,60.0,64,1.79,Yes,Yes,High School,Yes,No
1187,Reese Wilson,10,Male,86.8,5.0,55,58,68.0,71,1.85,No,Yes,Graduate,No,No
1188,Riley Anderson,10,Male,83.5,14.0,58,75,77.0,64,2.16,No,No,Bachelor's,Yes,Yes
1189,Avery White,10,Female,84.5,10.0,75,86,77.0,84,2.84,Yes,Yes,Graduate,No,Yes
1190,Emery Moore,9,Male,,10.0,66,69,71.0,60,1.93,No,Yes,High School,Yes,No
1191,Rowan Thomas,9,Female,91.5,10.0,85,93,78.0,85,3.14,Yes,Yes,Bachelor's,Yes,Yes
1192,Sage Rodriguez,12,Female,85.6,7.0,57,56,62.0,40,1.32,Yes,Yes,High School,Yes,No
1193,Quinn Brown,9,Male,84.7,8.0,59,64,57.0,50,1.69,Yes,,Bachelor's,No,No
1194,Micah Moore,10,Male,88.7,3.0,74,72,71.0,78,2.38,Yes,Yes,High School,Yes,Yes
1195,Taylor Kim,10,Male,72.6,0.0,53,53,57.0,47,1.23,Yes,Yes,High School,No,No
1196,Quinn Singh,10,Male,91.8,8.0,63,66,69.0,73,2.07,Yes,Yes,Bachelor's,No,Yes
1197,Taylor Wilson,10,Male,88.0,9.0,73,60,73.0,79,2.5,Yes,Yes,High School,Yes,Yes
1198,Quinn Wilson,12,Female,88.3,12.0,80,92,91.0,80,3.1,Yes,Yes,High School,No,Yes
1199,Micah Garcia,12,Male,95.7,14.0,97,85,86.0,82,3.34,No,Yes,Bachelor's,Yes,Yes
1200,Quinn Clark,9,Male,72.4,14.0,74,63,79.0,65,2.4,No,Yes,High School,No,Yes
1201,Kai Garcia,10,Female,72.2,4.0,67,58,61.0,59,1.77,No,Yes,Graduate,No,No
1202,Drew Johnson,9,Female,90.2,6.0,68,67,78.0,67,2.15,Yes,Yes,Bachelor's,No,Yes
1203,Emery Harris,10,Male,87.9,9.0,71,84,71.0,75,2.45,No,Yes,Bachelor's,No,Yes
1204,Cameron Singh,11,Female,89.4,18.0,77,99,89.0,84,3.36,No,Yes,Bachelor's,No,Yes
1205,Sam Davis,9,Female,84.3,13.0,73,67,76.0,88,2.5,Yes,Yes,Bachelor's,No,Yes
1206,Skyler Anderson,10,Female,93.3,12.0,79,78,81.0,76,2.81,Yes,Yes,,Yes,Yes
1207,,12,Female,95.5,6.0,78,73,85.0,88,2.93,Yes,Yes,Graduate,No,Yes
1208,Sam Lee,9,Male,91.9,4.0,72,78,81.0,64,2.54,Yes,Yes,Bachelor's,No,Yes
1209,Skyler Anderson,10,Female,85.9,11.0,71,69,75.0,68,2.38,Yes,,High School,No,Yes
1210,Sam Patel,11,Male,71.1,3.0,52,55,59.0,67,1.52,Yes,Yes,High School,No,No
1211,Finley Singh,9,Female,94.2,7.0,64,71,73.0,78,2.27,Yes,,Bachelor's,No,Yes
1212,Skyler Harris,9,Female,97.8,7.0,77,68,69.0,68,2.39,No,Yes,None,No,Yes
1213,Cameron Harris,9,Male,93.2,14.0,80,87,75.0,81,2.84,Yes,No,High School,Yes,Yes
1214,Finley Kim,12,Male,81.0,6.0,59,67,60.0,67,1.62,Yes,Yes,None,Yes,No
1215,Sam Thomas,9,Female,93.4,0.0,49,55,51.0,47,1.24,No,Yes,Bachelor's,No,No
1216,,9,Female,94.9,10.0,82,69,88.0,89,2.87,Yes,,High School,No,Yes
1217,Taylor Lopez,9,Male,100.0,5.0,72,73,66.0,87,2.59,Yes,Yes,Bachelor's,No,Yes
1218,Cameron Garcia,9,Female,81.0,8.0,78,90,79.0,81,3.11,Yes,Yes,Bachelor's,Yes,Yes
1219,Kai Kim,11,Female,86.2,7.0,82,76,78.0,72,2.69,Yes,Yes,Bachelor's,No,Yes
1220,Morgan Rodriguez,9,Female,94.0,6.0,68,58,76.0,74,2.33,Yes,No,High School,Yes,Yes
1221,Cameron Clark,11,Male,88.5,11.0,93,89,90.0,81,3.34,Yes,Yes,Bachelor's,No,Yes
1222,Emery Smith,11,Male,79.1,1.0,45,50,52.0,60,1.4,Yes,Yes,Bachelor's,No,No
1223,Casey Anderson,12,Female,91.3,5.0,71,86,80.0,69,2.55,No,Yes,High School,No,Yes
1224,Finley Jackson,9,Male,92.6,10.0,84,80,69.0,74,2.67,No,Yes,Bachelor's,No,Yes
1225,Avery Harris,12,Female,,5.0,71,66,78.0,86,2.65,Yes,Yes,High School,Yes,Yes
1226,Dakota Martinez,11,Male,89.8,1.0,40,68,69.0,66,1.74,Yes,Yes,Graduate,No,No
1227,Parker Lee,9,Female,85.9,10.0,77,59,86.0,70,2.57,Yes,No,High School,Yes,Yes
1228,Parker Brown,12,Male,99.8,12.0,91,75,75.0,89,2.96,No,Yes,Bachelor's,Yes,Yes
1229,Casey Jackson,12,Male,80.8,7.0,46,60,66.0,53,1.71,No,Yes,Bachelor's,No,No
1230,Drew White,9,Female,83.3,0.0,60,58,55.0,50,1.68,Yes,Yes,,No,No
1231,Jamie Rodriguez,12,Female,88.1,10.0,59,66,78.0,86,2.44,Yes,Yes,Bachelor's,No,Yes
1232,Alex Lee,10,Female,,1.0,69,63,60.0,66,2.03,Yes,Yes,High School,No,Yes
1233,Skyler Lee,11,Non-binary,76.0,,68,76,75.0,59,2.38,No,Yes,Bachelor's,No,Yes
1234,Drew Davis,12,Non-binary,77.5,4.0,52,60,74.0,72,1.85,No,Yes,,No,No
1235,Finley Chen,10,Female,71.7,3.0,48,49,58.0,44,1.0,Yes,Yes,High School,Yes,No
1236,Rowan Smith,12,Male,88.3,6.0,61,56,63.0,67,1.94,No,No,None,Yes,No
1237,Cameron Khan,10,Female,79.1,7.0,57,68,56.0,53,1.66,Yes,Yes,Bachelor's,No,No
1238,Avery Singh,12,Female,84.9,5.0,78,76,74.0,84,2.72,No,Yes,High School,Yes,Yes
1239,Rowan Smith,11,Male,93.3,10.0,78,81,78.0,95,3.03,No,Yes,Graduate,No,Yes
1240,Morgan Lee,9,Male,82.9,6.0,54,73,77.0,62,1.85,Yes,,Bachelor's,Yes,No
1241,Sage Davis,10,Female,89.9,11.0,73,63,69.0,69,2.18,Yes,Yes,Bachelor's,No,Yes
1242,Taylor Anderson,10,Female,85.6,9.0,74,64,75.0,68,2.22,No,No,High School,Yes,Yes
1243,Rowan Moore,9,Female,93.4,5.0,82,74,82.0,71,2.79,Yes,Yes,Bachelor's,Yes,Yes
1244,Rowan Martinez,9,Non-binary,91.8,4.0,56,69,73.0,72,2.24,No,Yes,Graduate,No,Yes
1245,Taylor Brown,10,Female,82.5,1.0,54,70,66.0,64,1.97,Yes,Yes,High School,No,No
1246,Skyler Clark,9,Male,86.7,9.0,78,89,91.0,84,3.21,No,Yes,High School,Yes,Yes
1247,Reese Davis,9,Male,96.3,6.0,57,64,70.0,68,1.84,Yes,Yes,High School,No,No
1248,Skyler Wilson,11,Male,91.1,0.0,51,53,53.0,53,1.34,Yes,No,High School,Yes,No
1249,Alex Davis,11,Male,76.8,5.0,57,66,62.0,58,1.82,Yes,Yes,Bachelor's,No,No
1250,Casey Smith,11,Female,93.2,4.0,70,75,81.0,76,2.72,Yes,Yes,High School,No,Yes
